S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
25.2,9.0,5.4,0.0,3.6,5.4,19.8,0.0,12.6,10.8,0.0,9.6,22.2,39.6,0.0,0.0,8.450000000000001,127.4458333333333
24.78,9.0,5.3100000000000005,0.0,3.69,5.3100000000000005,20.07,0.0,12.39,10.620000000000001,0.0,9.74,22.53,39.39,0.0,0.0,8.409166666666668,127.19673611111108
24.36,9.0,5.220000000000001,0.0,3.7800000000000002,5.220000000000001,20.34,0.0,12.18,10.440000000000001,0.0,9.879999999999999,22.86,39.18,0.0,0.0,8.368333333333334,126.94763888888886
23.939999999999998,9.0,5.13,0.0,3.87,5.13,20.61,0.0,11.969999999999999,10.26,0.0,10.02,23.189999999999998,38.97,0.0,0.0,8.3275,126.69854166666663
23.52,9.0,5.04,0.0,3.96,5.04,20.88,0.0,11.76,10.08,0.0,10.16,23.52,38.76,0.0,0.0,8.286666666666667,126.44944444444441
23.1,9.0,4.95,0.0,4.05,4.95,21.15,0.0,11.55,9.9,0.0,10.3,23.85,38.55,0.0,0.0,8.245833333333334,126.20034722222219
22.68,9.0,4.86,0.0,4.140000000000001,4.86,21.42,0.0,11.34,9.72,0.0,10.44,24.18,38.34,0.0,0.0,8.205000000000002,125.95124999999997
22.259999999999998,9.0,4.7700000000000005,0.0,4.23,4.7700000000000005,21.69,0.0,11.129999999999999,9.540000000000001,0.0,10.58,24.509999999999998,38.13,0.0,0.0,8.164166666666668,125.70215277777775
21.84,9.0,4.68,0.0,4.32,4.68,21.96,0.0,10.92,9.36,0.0,10.72,24.84,37.92,0.0,0.0,8.123333333333335,125.45305555555552
21.42,9.0,4.59,0.0,4.41,4.59,22.23,0.0,10.71,9.18,0.0,10.86,25.17,37.71,0.0,0.0,8.082500000000001,125.2039583333333
21.0,9.0,4.5,0.0,4.5,4.5,22.5,0.0,10.5,9.0,0.0,11.0,25.5,37.5,0.0,0.0,8.041666666666668,124.95486111111109
20.58,9.0,4.41,0.0,4.59,4.41,22.77,0.0,10.29,8.82,0.0,11.14,25.83,37.29,0.0,0.0,8.000833333333334,124.70576388888887
20.16,9.0,4.32,0.0,4.68,4.32,23.04,0.0,10.08,8.64,0.0,11.28,26.16,37.08,0.0,0.0,7.960000000000001,124.45666666666665
19.74,9.0,4.23,0.0,4.7700000000000005,4.23,23.310000000000002,0.0,9.87,8.459999999999999,0.0,11.42,26.490000000000002,36.87,0.0,0.0,7.919166666666667,124.20756944444442
19.32,9.0,4.14,0.0,4.86,4.14,23.580000000000002,0.0,9.66,8.28,0.0,11.56,26.82,36.66,0.0,0.0,7.878333333333334,123.9584722222222
18.9,9.0,4.05,0.0,4.95,4.05,23.85,0.0,9.45,8.1,0.0,11.7,27.15,36.45,0.0,0.0,7.8375,123.70937499999998
18.479999999999997,9.0,3.96,0.0,5.04,3.96,24.12,0.0,9.239999999999998,7.92,0.0,11.84,27.48,36.24,0.0,0.0,7.796666666666668,123.46027777777776
18.06,9.0,3.87,0.0,5.13,3.87,24.39,0.0,9.03,7.739999999999999,0.0,11.98,27.810000000000002,36.03,0.0,0.0,7.755833333333334,123.21118055555554
17.639999999999997,9.0,3.7800000000000002,0.0,5.220000000000001,3.7800000000000002,24.660000000000004,0.0,8.819999999999999,7.56,0.0,12.120000000000001,28.14,35.82,0.0,0.0,7.715000000000001,122.96208333333331
17.22,9.0,3.69,0.0,5.3100000000000005,3.69,24.930000000000003,0.0,8.61,7.379999999999999,0.0,12.26,28.47,35.61,0.0,0.0,7.674166666666667,122.71298611111109
16.799999999999997,9.0,3.6,0.0,5.4,3.6,25.200000000000003,0.0,8.399999999999999,7.199999999999999,0.0,12.4,28.8,35.4,0.0,0.0,7.633333333333334,122.46388888888887
16.379999999999995,9.0,3.5100000000000002,0.0,5.49,3.5100000000000002,25.470000000000002,0.0,8.189999999999998,7.02,0.0,12.540000000000001,29.13,35.19,0.0,0.0,7.5925,122.21479166666666
15.959999999999997,9.0,3.42,0.0,5.58,3.42,25.740000000000002,0.0,7.979999999999999,6.84,0.0,12.68,29.46,34.98,0.0,0.0,7.551666666666667,121.96569444444442
15.539999999999997,9.0,3.33,0.0,5.67,3.33,26.01,0.0,7.769999999999999,6.66,0.0,12.82,29.79,34.769999999999996,0.0,0.0,7.510833333333333,121.7165972222222
15.119999999999997,9.0,3.24,0.0,5.76,3.24,26.28,0.0,7.559999999999999,6.4799999999999995,0.0,12.96,30.119999999999997,34.559999999999995,0.0,0.0,7.47,121.46749999999997
14.699999999999998,9.0,3.1500000000000004,0.0,5.85,3.1500000000000004,26.55,0.0,7.349999999999999,6.3,0.0,13.100000000000001,30.449999999999996,34.349999999999994,0.0,0.0,7.429166666666667,121.21840277777775
14.279999999999998,9.0,3.06,0.0,5.9399999999999995,3.06,26.82,0.0,7.139999999999999,6.12,0.0,13.24,30.779999999999998,34.14,0.0,0.0,7.388333333333334,120.96930555555554
13.859999999999998,9.0,2.97,0.0,6.03,2.97,27.09,0.0,6.929999999999999,5.94,0.0,13.38,31.109999999999996,33.93,0.0,0.0,7.3475,120.7202083333333
13.439999999999998,9.0,2.88,0.0,6.12,2.88,27.36,0.0,6.719999999999999,5.76,0.0,13.520000000000001,31.439999999999994,33.72,0.0,0.0,7.306666666666667,120.47111111111109
13.019999999999998,9.0,2.79,0.0,6.21,2.79,27.63,0.0,6.509999999999999,5.58,0.0,13.66,31.769999999999996,33.51,0.0,0.0,7.265833333333333,120.22201388888885
12.599999999999998,9.0,2.7,0.0,6.3,2.7,27.9,0.0,6.299999999999999,5.4,0.0,13.8,32.099999999999994,33.3,0.0,0.0,7.225,119.97291666666663
12.179999999999998,9.0,2.6100000000000003,0.0,6.39,2.6100000000000003,28.169999999999998,0.0,6.089999999999999,5.220000000000001,0.0,13.940000000000001,32.42999999999999,33.089999999999996,0.0,0.0,7.184166666666666,119.72381944444442
11.759999999999998,9.0,2.52,0.0,6.4799999999999995,2.52,28.439999999999998,0.0,5.879999999999999,5.04,0.0,14.08,32.76,32.879999999999995,0.0,0.0,7.143333333333333,119.4747222222222
11.339999999999998,9.0,2.43,0.0,6.57,2.43,28.71,0.0,5.669999999999999,4.86,0.0,14.22,33.089999999999996,32.669999999999995,0.0,0.0,7.1025,119.22562499999998
10.919999999999998,9.0,2.34,0.0,6.66,2.34,28.98,0.0,5.459999999999999,4.680000000000001,0.0,14.36,33.419999999999995,32.46,0.0,0.0,7.0616666666666665,118.97652777777776
10.499999999999998,9.0,2.25,0.0,6.75,2.25,29.25,0.0,5.249999999999999,4.5,0.0,14.5,33.75,32.25,0.0,0.0,7.020833333333333,118.72743055555554
10.079999999999998,9.0,2.16,0.0,6.84,2.16,29.52,0.0,5.039999999999999,4.32,0.0,14.64,34.08,32.04,0.0,0.0,6.9799999999999995,118.47833333333331
9.659999999999998,9.0,2.07,0.0,6.93,2.07,29.79,0.0,4.829999999999999,4.140000000000001,0.0,14.78,34.41,31.83,0.0,0.0,6.939166666666666,118.22923611111109
9.239999999999998,9.0,1.98,0.0,7.0200000000000005,1.98,30.060000000000002,0.0,4.619999999999999,3.96,0.0,14.92,34.739999999999995,31.619999999999997,0.0,0.0,6.898333333333333,117.98013888888887
